1. ¿Cuál es tu rol en tu centro de estudios?,2. ¿A qué área de estudio perteneces? ,3. ¿Qué edad tienes?  ,4. ¿Con qué frecuencia utilizas herramientas tecnológicas en tus actividades académicas?  ,6. ¿Con qué frecuencia usas herramientas de IA en tus actividades académicas? ,8. ¿Qué nivel de conocimiento técnico tienes sobre inteligencia artificial? ,9. ¿Crees que las herramientas de IA pueden mejorar tu productividad en tareas académicas? ,10. ¿Consideras que la IA es útil para personalizar tu aprendizaje o enseñanza según tus necesidades específicas? ,11. ¿Piensas que las herramientas de IA pueden ayudarte a resolver problemas complejos de manera más eficiente?  ,12.  ¿Qué tan sencillo te resulta aprender a utilizar herramientas de IA? ,13. ¿Crees que las herramientas de IA están diseñadas de manera intuitiva para un uso eficiente? ,15. ¿Estás dispuesto a incorporar herramientas de IA en tus actividades diarias?  ,16. ¿Recomendarías el uso de herramientas de IA a tus compañeros o colegas?  ,17. ¿Consideras que las herramientas de IA serán esenciales en el futuro de la educación universitaria? ,18. ¿Cuánto tiempo dedicas al uso de herramientas de IA semanalmente? ,19. ¿Qué porcentaje de tus actividades académicas dependen actualmente de herramientas de IA? 
Estudiante de Posgrado,"Letras y Humanidades (e.g., Historia, Literatura, Filosofía)",Entre 20 y 30 años,Mensualmente,Raramente,Muy bajo,2,3,4,5,5,4,1,1,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,5,5,4,4,4,4,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Varias veces por semana,Alto,3,3,4,5,3,4,4,5,Menos de 1 hora.,Entre el 10% y el 50%
Profesor/Investigador,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Raramente,Muy bajo,5,4,5,4,4,5,5,5,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Varias veces por semana,Bajo,2,2,1,2,2,3,3,4,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 31 y 40 años,Diariamente,Diariamente,Alto,5,5,5,5,5,5,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Mensualmente,Mensualmente,Bajo,5,4,5,5,5,3,2,3,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Varias veces por semana,Bajo,4,3,4,5,4,4,5,4,Entre 1 y 5 horas.,Menos del 10%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Varias veces por semana,Bajo,5,4,4,3,5,4,4,5,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Posgrado,"Letras y Humanidades (e.g., Historia, Literatura, Filosofía)",Entre 20 y 30 años,Mensualmente,Raramente,Muy bajo,2,3,4,5,5,4,1,1,Menos de 1 hora.,Menos del 10%
Profesor/Investigador,Ciencias de la Salud,Más de 40 años,Diariamente,Nunca,Muy bajo,4,1,3,2,3,1,1,3,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,4,5,5,4,3,5,4,5,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Muy bajo,4,5,5,3,3,5,5,4,Menos de 1 hora.,Menos del 10%
Profesor/Investigador,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Diariamente,Raramente,Muy bajo,5,4,5,3,3,2,2,3,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Bajo,4,2,4,3,4,3,4,4,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Raramente,Bajo,3,4,2,4,4,1,2,3,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Medio,5,4,4,5,5,5,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Muy alto,5,5,5,3,4,3,3,2,Más de 5 horas.,Más del 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Diariamente,Diariamente,Alto,5,5,5,5,5,5,5,5,Entre 1 y 5 horas.,Más del 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Muy alto,5,5,5,1,1,5,5,4,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Letras y Humanidades (e.g., Historia, Literatura, Filosofía)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Alto,3,5,5,5,4,4,5,5,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Letras y Humanidades (e.g., Historia, Literatura, Filosofía)",Entre 20 y 30 años,Diariamente,Diariamente,Bajo,5,5,5,3,3,5,5,5,Entre 1 y 5 horas.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Diariamente,Bajo,5,4,5,5,4,5,5,4,Más de 5 horas.,Más del 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Muy alto,5,5,5,1,1,5,5,4,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Varias veces por semana,Varias veces por semana,Bajo,5,5,5,3,3,5,5,5,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Muy bajo,5,5,5,5,5,5,5,4,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 31 y 40 años,Diariamente,Diariamente,Alto,5,5,5,5,5,5,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,5,3,5,4,4,3,3,3,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Medio,5,3,5,5,5,5,5,5,Más de 5 horas.,Más del 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Muy alto,5,5,5,3,4,3,3,2,Más de 5 horas.,Más del 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Varias veces por semana,Bajo,5,4,4,3,5,4,4,5,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Letras y Humanidades (e.g., Historia, Literatura, Filosofía)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Alto,3,5,5,5,4,4,5,5,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Medio,5,4,4,5,5,5,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Bajo,4,3,2,4,4,4,4,3,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Varias veces por semana,Varias veces por semana,Medio,5,3,2,4,4,4,4,3,Menos de 1 hora.,Más del 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Medio,5,5,5,3,3,5,5,5,Entre 1 y 5 horas.,Más del 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Bajo,4,3,2,4,4,4,4,3,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Medio,5,5,5,5,4,4,5,5,Entre 1 y 5 horas.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Varias veces por semana,Alto,3,3,4,5,3,4,4,5,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Alto,5,5,4,4,3,5,5,5,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Bajo,3,2,4,3,4,3,2,4,Más de 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Bajo,4,2,4,3,4,3,4,4,Entre 1 y 5 horas.,Entre el 10% y el 50%
Profesor/Investigador,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Más de 40 años,Diariamente,Nunca,Bajo,3,3,3,3,3,3,3,3,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Medio,4,4,4,5,4,5,5,5,Más de 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Alto,5,4,3,4,2,3,4,3,Entre 1 y 5 horas.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Alto,5,4,4,4,4,4,4,4,Menos de 1 hora.,Menos del 10%
Estudiante de Posgrado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Menos de 20 años,Diariamente,Mensualmente,Bajo,4,4,3,4,3,3,4,3,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Medio,4,4,4,4,5,4,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Profesor/Investigador,Ciencias de la Salud,Más de 40 años,Diariamente,Nunca,Muy bajo,4,1,3,2,3,1,1,3,Menos de 1 hora.,Menos del 10%
Estudiante de Posgrado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Bajo,5,2,5,2,2,4,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Menos de 20 años,Diariamente,Varias veces por semana,Bajo,4,4,4,4,4,3,3,3,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Bajo,5,3,5,4,4,5,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Raramente,Bajo,3,4,2,4,4,1,2,3,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,4,5,5,4,3,4,4,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Raramente,Bajo,3,4,2,4,4,1,2,3,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Muy bajo,4,5,5,3,3,5,5,4,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Mensualmente,Mensualmente,Bajo,5,4,5,5,5,3,2,3,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,4,5,3,4,4,3,4,4,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Medio,5,5,5,5,4,5,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Alto,4,3,3,3,3,3,4,3,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Posgrado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Alto,4,4,5,5,5,2,3,2,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,4,5,5,4,5,3,4,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Posgrado,Ciencias de la Salud,Más de 40 años,Diariamente,Nunca,Muy bajo,3,3,4,1,1,3,2,5,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Diariamente,Diariamente,Bajo,5,5,3,5,4,5,5,5,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Más de 40 años,Diariamente,Raramente,Bajo,5,4,4,3,2,4,3,4,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Letras y Humanidades (e.g., Historia, Literatura, Filosofía)",Entre 20 y 30 años,Diariamente,Diariamente,Bajo,5,5,5,3,3,5,5,5,Entre 1 y 5 horas.,Menos del 10%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,4,3,4,5,5,5,5,3,Entre 1 y 5 horas.,Menos del 10%
Personal Administrativo,"Letras y Humanidades (e.g., Historia, Literatura, Filosofía)",Más de 40 años,Diariamente,Varias veces por semana,Bajo,5,4,4,4,4,4,4,5,Entre 1 y 5 horas.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Muy bajo,3,3,3,5,5,5,5,5,Más de 5 horas.,Entre el 10% y el 50%
Estudiante de Posgrado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Bajo,5,2,5,2,2,4,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 31 y 40 años,Diariamente,Diariamente,Alto,5,5,5,5,5,5,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,4,3,4,5,5,5,5,3,Entre 1 y 5 horas.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Alto,5,4,4,4,4,4,4,4,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Medio,5,3,5,4,4,4,4,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Varias veces por semana,Bajo,4,3,4,5,4,4,5,4,Entre 1 y 5 horas.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Medio,5,3,5,5,5,5,5,5,Más de 5 horas.,Más del 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,4,5,5,4,3,4,4,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,5,5,5,4,4,5,5,5,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,4,4,4,5,3,4,2,5,Entre 1 y 5 horas.,Más del 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Alto,5,5,4,4,3,5,5,5,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,5,5,4,4,4,4,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Varias veces por semana,Mensualmente,Medio,4,4,3,5,4,5,4,4,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Medio,5,4,5,4,3,5,5,3,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Bajo,5,3,5,4,4,5,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,4,5,5,4,3,5,4,5,Menos de 1 hora.,Menos del 10%
Estudiante de Posgrado,"Letras y Humanidades (e.g., Historia, Literatura, Filosofía)",Entre 20 y 30 años,Mensualmente,Raramente,Muy bajo,2,3,4,5,5,4,1,1,Menos de 1 hora.,Menos del 10%
Profesor/Investigador,"Letras y Humanidades (e.g., Historia, Literatura, Filosofía)",Entre 31 y 40 años,Varias veces por semana,Raramente,Bajo,4,3,3,3,4,4,4,4,Menos de 1 hora.,Entre el 10% y el 50%
Profesor/Investigador,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Más de 40 años,Diariamente,Nunca,Bajo,3,3,3,3,3,3,3,3,Menos de 1 hora.,Menos del 10%
Profesor/Investigador,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Más de 40 años,Diariamente,Nunca,Bajo,3,3,3,3,3,3,3,3,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Varias veces por semana,Varias veces por semana,Bajo,4,3,5,3,4,4,4,4,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Alto,5,5,5,4,4,5,5,5,Entre 1 y 5 horas.,Más del 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Más de 40 años,Diariamente,Mensualmente,Bajo,3,4,4,3,3,2,2,3,Entre 1 y 5 horas.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Alto,5,5,5,5,5,5,5,5,Entre 1 y 5 horas.,Más del 50%
Estudiante de Posgrado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Bajo,5,2,5,2,2,4,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Alto,5,4,4,4,5,5,5,5,Entre 1 y 5 horas.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,4,5,3,4,4,3,4,4,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Alto,5,4,4,4,5,5,5,5,Entre 1 y 5 horas.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Diariamente,Medio,4,5,4,4,5,5,5,3,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Diariamente,Diariamente,Medio,5,5,5,5,5,3,5,4,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Raramente,Bajo,3,4,2,4,4,1,2,3,Menos de 1 hora.,Menos del 10%
Personal Administrativo,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Diariamente,Raramente,Medio,2,2,2,3,2,2,1,1,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Diariamente,Medio,4,5,4,4,5,5,5,3,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Diariamente,Medio,5,5,5,5,5,5,5,5,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Diariamente,Alto,5,5,5,4,4,5,5,5,Más de 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Diariamente,Alto,4,4,4,5,5,5,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Varias veces por semana,Bajo,5,4,5,4,4,4,5,4,Menos de 1 hora.,Más del 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,3,4,5,5,5,5,5,4,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Varias veces por semana,Diariamente,Alto,4,4,5,4,4,5,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Varias veces por semana,Bajo,5,4,4,3,5,4,4,5,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Alto,5,4,4,4,4,4,4,4,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Bajo,5,5,5,4,4,4,4,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Letras y Humanidades (e.g., Historia, Literatura, Filosofía)",Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Bajo,5,5,5,4,5,5,5,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Mensualmente,Mensualmente,Bajo,5,4,5,4,5,5,5,5,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,4,4,4,5,3,4,2,5,Entre 1 y 5 horas.,Más del 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Bajo,5,5,5,4,4,4,4,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Medio,4,4,4,5,3,4,2,5,Entre 1 y 5 horas.,Más del 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Diariamente,Bajo,5,4,4,2,2,5,5,5,Entre 1 y 5 horas.,Menos del 10%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Alto,5,4,4,4,4,4,4,4,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Diariamente,Medio,4,4,4,4,4,3,3,3,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Letras y Humanidades (e.g., Historia, Literatura, Filosofía)",Entre 20 y 30 años,Varias veces por semana,Varias veces por semana,Bajo,3,4,3,4,3,4,4,5,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Raramente,Raramente,Bajo,4,4,4,3,4,4,5,3,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Bajo,1,1,4,3,2,2,3,3,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Exactas (e.g., Matemáticas, Ingeniería, Física)",Entre 20 y 30 años,Diariamente,Varias veces por semana,Muy alto,5,5,5,3,4,3,3,2,Más de 5 horas.,Más del 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Diariamente,Bajo,2,3,3,2,5,5,5,4,Entre 1 y 5 horas.,Entre el 10% y el 50%
Estudiante de Posgrado,"Letras y Humanidades (e.g., Historia, Literatura, Filosofía)",Entre 20 y 30 años,Mensualmente,Raramente,Muy bajo,2,3,4,5,5,4,1,1,Menos de 1 hora.,Menos del 10%
Estudiante de Grado,Ciencias de la Salud,Entre 20 y 30 años,Diariamente,Varias veces por semana,Bajo,5,4,4,3,5,4,4,5,Menos de 1 hora.,Entre el 10% y el 50%
Estudiante de Grado,"Ciencias Sociales (e.g., Sociología, Psicología, Economía)",Menos de 20 años,Diariamente,Diariamente,Bajo,5,4,5,5,4,5,5,4,Más de 5 horas.,Más del 50%
